,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,NYM-2014-03-31,2014-03-31,WSN,A,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,WSN-2014-04-05,2014-04-05,WSN,H,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,WSN-2014-04-06,2014-04-06,WSN,H,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,WSN-2014-04-08,2014-04-08,WSN,H,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,WSN-2014-04-10,2014-04-10,WSN,H,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ATL-2014-04-11,2014-04-11,WSN,A,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ATL-2014-04-13,2014-04-13,WSN,A,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,MIA-2014-04-15,2014-04-15,WSN,A,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,WSN-2014-04-17,2014-04-17,WSN,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,WSN-2014-04-20,2014-04-20,WSN,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,WSN-2014-04-22,2014-04-22,WSN,H,LAA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,WSN-2014-04-24,2014-04-24,WSN,H,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,WSN-2014-04-25,2014-04-25,WSN,H,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,WSN-2014-04-27,2014-04-27,WSN,H,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,PHI-2014-05-02,2014-05-02,WSN,A,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,PHI-2014-05-04,2014-05-04,WSN,A,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,WSN-2014-05-05,2014-05-05,WSN,H,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,WSN-2014-05-07,2014-05-07,WSN,H,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,ARI-2014-05-12,2014-05-12,WSN,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,WSN-2014-05-17,2014-05-17,WSN,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,WSN-2014-05-21,2014-05-21,WSN,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,PIT-2014-05-24,2014-05-24,WSN,A,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,WSN-2014-05-26,2014-05-26,WSN,H,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,WSN-2014-05-28,2014-05-28,WSN,H,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,WSN-2014-05-31,2014-05-31,WSN,H,TEX,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,WSN-2014-06-01,2014-06-01,WSN,H,TEX,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,WSN-2014-06-04,2014-06-04,WSN,H,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,SDP-2014-06-07,2014-06-07,WSN,A,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SFG-2014-06-11,2014-06-11,WSN,A,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,STL-2014-06-14,2014-06-14,WSN,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,WSN-2014-06-19,2014-06-19,WSN,H,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,WSN-2014-06-20,2014-06-20,WSN,H,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,MIL-2014-06-24,2014-06-24,WSN,A,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,CHC-2014-06-27,2014-06-27,WSN,A,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,WSN-2014-06-30,2014-06-30,WSN,H,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,WSN-2014-07-04,2014-07-04,WSN,H,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,WSN-2014-07-06,2014-07-06,WSN,H,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,PHI-2014-07-11,2014-07-11,WSN,A,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,PHI-2014-07-12,2014-07-12,WSN,A,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,WSN-2014-07-19,2014-07-19,WSN,H,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,COL-2014-07-21,2014-07-21,WSN,A,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,COL-2014-07-23,2014-07-23,WSN,A,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,MIA-2014-07-28,2014-07-28,WSN,A,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,MIA-2014-07-29,2014-07-29,WSN,A,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,WSN-2014-07-31,2014-07-31,WSN,H,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,WSN-2014-08-02,2014-08-02,WSN,H,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,WSN-2014-08-04,2014-08-04,WSN,H,BAL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,WSN-2014-08-07,2014-08-07,WSN,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,ATL-2014-08-10,2014-08-10,WSN,A,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,WSN-2014-08-15,2014-08-15,WSN,H,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,WSN-2014-08-19,2014-08-19,WSN,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,WSN-2014-08-22,2014-08-22,WSN,H,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,PHI-2014-08-25,2014-08-25,WSN,A,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,LAD-2014-09-03,2014-09-03,WSN,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,WSN-2014-09-05,2014-09-05,WSN,H,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,WSN-2014-09-06,2014-09-06,WSN,H,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,WSN-2014-09-10,2014-09-10,WSN,H,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,NYM-2014-09-12,2014-09-12,WSN,A,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,ATL-2014-09-17,2014-09-17,WSN,A,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,WSN-2014-09-23,2014-09-23,WSN,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,WSN-2014-09-25,2014-09-25,WSN,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,WSN-2014-09-27,2014-09-27,WSN,H,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,WSN-2015-04-06,2015-04-06,NYM,A,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ATL-2015-04-10,2015-04-10,NYM,A,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ATL-2015-04-12,2015-04-12,NYM,A,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,NYM-2015-04-13,2015-04-13,NYM,H,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,NYM-2015-04-16,2015-04-16,NYM,H,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
